GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
7625	0.959	0.8804607	0.1117	-0.150385	-0.0167927	373.09	ZNF74	zinc finger protein 74
1741	0.959	0.8792862	0.137	-0.151874	-0.0208088	391.34	DLG3	discs large MAGUK scaffold protein 3
7503	0.959	0.8794431	0.9081	0.151675	0.1377289	5856.87	XIST	X inactive specific transcript
8030	0.959	0.8806306	0.0729	-0.15017	-0.0109463	1545.4	CCDC6	coiled-coil domain containing 6
51075	0.959	0.8806208	0.0736	-0.150182	-0.0110558	1145.92	TMX2	thioredoxin related transmembrane protein 2
406953	0.959	0.8805748	0.1925	0.150241	0.0289249	7.91	MIR18A	microRNA 18a
2584	0.959	0.8806918	0.1288	-0.150092	-0.0193335	370.84	GALK1	galactokinase 1
246181	0.96	0.8808385	0.1443	-0.149906	-0.0216368	13.36	AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)
2035	0.96	0.880815	0.1712	0.149936	0.0256714	87662.87	EPB41	erythrocyte membrane protein band 4.1
252983	0.96	0.8809078	0.115	0.149819	0.0172275	336.63	STXBP4	syntaxin binding protein 4
100507564	0.96	0.8812629	0.1816	-0.149368	-0.0271269	9.43	MAGOH-DT	MAGOH divergent transcript
101929703	0.96	0.8810837	0.152	0.149596	0.0227408	46.39	LOC101929703	uncharacterized LOC101929703
259286	0.96	0.8812598	0.3393	0.149372	0.0506779	105.72	TAS2R40	taste 2 receptor member 40
158431	0.96	0.8811295	0.0692	-0.149538	-0.010355	633.55	ZNF782	zinc finger protein 782
117246	0.96	0.881057	0.0998	0.149629	0.0149367	1279.26	FTSJ3	FtsJ RNA 2'-O-methyltransferase 3
57711	0.96	0.8811717	0.0901	-0.149484	-0.0134652	1027.52	ZNF529	zinc finger protein 529
8266	0.96	0.8810898	0.079	-0.149588	-0.0118121	1192.65	UBL4A	ubiquitin like 4A
677679	0.96	0.8816557	0.1909	0.148871	0.0284215	23.67	SCARNA3	small Cajal body-specific RNA 3
100128782	0.96	0.8816208	0.1384	0.148915	0.0206119	397.2	ERCC6L2-AS1	ERCC6L2 antisense RNA 1
80142	0.96	0.8814913	0.0989	0.149079	0.0147447	408.91	PTGES2	prostaglandin E synthase 2
121456	0.96	0.8815683	0.1672	0.148981	0.024914	302.21	SLC9A7P1	solute carrier family 9 member 7 pseudogene 1
5721	0.96	0.881597	0.0922	-0.148945	-0.0137358	1081.13	PSME2	proteasome activator subunit 2
3983	0.96	0.8817087	0.1029	-0.148803	-0.0153091	7858.95	ABLIM1	actin binding LIM protein 1
84317	0.96	0.8819302	0.0871	-0.148523	-0.0129348	1074.68	CCDC115	coiled-coil domain containing 115
643834	0.96	0.881891	0.3866	-0.148573	-0.0574432	13.12	PGA3	pepsinogen A3
55049	0.96	0.881821	0.1422	-0.148661	-0.0211404	567.51	REX1BD	required for excision 1-B domain containing
128674	0.96	0.8819452	0.396	0.148504	0.0588022	10.54	PROKR2	prokineticin receptor 2
84548	0.96	0.8818714	0.0906	-0.148597	-0.0134639	405.65	TMEM185A	transmembrane protein 185A
285540	0.96	0.8820986	0.1736	-0.148309	-0.0257537	46.36	SEPSECS-AS1	SEPSECS antisense RNA 1 (head to head)
3704	0.96	0.8822871	0.1055	-0.148071	-0.0156145	462.04	ITPA	inosine triphosphatase
8673	0.96	0.8824274	0.1225	0.147893	0.01811	1156.21	VAMP8	vesicle associated membrane protein 8
105373335	0.96	0.8824488	0.0912	0.147866	0.0134828	47.28	LOC105373335	uncharacterized LOC105373335
121512	0.96	0.8825636	0.1496	-0.14772	-0.0220931	4548.9	FGD4	FYVE, RhoGEF and PH domain containing 4
107985376	0.96	0.8826474	0.2333	0.147614	0.0344436	134.37	LOC107985376	
136242	0.96	0.8827845	0.2664	0.14744	0.0392778	18.59	PRSS37	serine protease 37
389	0.96	0.8828385	0.1649	0.147372	0.0242992	1055.79	RHOC	ras homolog family member C
1659	0.96	0.8829338	0.0509	0.147251	0.0074996	4632.6	DHX8	DEAH-box helicase 8
79713	0.96	0.8829983	0.126	-0.147169	-0.018544	541.43	IGFLR1	IGF like family receptor 1
256987	0.96	0.8831202	0.0931	-0.147015	-0.0136858	2472.85	SERINC5	serine incorporator 5
105372768	0.96	0.8830973	0.1964	-0.147044	-0.0288731	124.85	LOC105372768	uncharacterized LOC105372768
60686	0.96	0.8831975	0.0668	0.146917	0.0098093	298.71	C14orf93	chromosome 14 open reading frame 93
8451	0.96	0.8832617	0.0966	0.146836	0.0141862	7175.51	CUL4A	cullin 4A
10025	0.961	0.883336	0.1847	-0.146742	-0.0271061	789.89	MED16	mediator complex subunit 16
3045	0.961	0.883914	0.6198	-0.146009	-0.0904965	291.02	HBD	hemoglobin subunit delta
23034	0.961	0.8836321	0.1473	0.146367	0.0215623	194.44	SAMD4A	sterile alpha motif domain containing 4A
9834	0.961	0.8837991	0.1952	-0.146155	-0.02853	719.68	FAM30A	family with sequence similarity 30 member A
4734	0.961	0.8837067	0.114	-0.146272	-0.016677	640.72	NEDD4	NEDD4 E3 ubiquitin protein ligase
645432	0.961	0.883649	0.0952	-0.146345	-0.0139261	175.3	ARRDC5	arrestin domain containing 5
57664	0.961	0.883878	0.2053	0.146055	0.0299782	13.78	PLEKHA4	pleckstrin homology domain containing A4
91179	0.961	0.8838563	0.1917	-0.146082	-0.028006	24.41	SCARF2	scavenger receptor class F member 2
6767	0.961	0.8839195	0.0998	-0.146002	-0.0145676	5409.85	ST13	ST13 Hsp70 interacting protein
10039	0.961	0.8841248	0.1548	-0.145742	-0.0225666	61.69	PARP3	poly(ADP-ribose) polymerase family member 3
112267879	0.961	0.8842823	0.181	-0.145543	-0.0263481	17.68	LOC112267879	uncharacterized LOC112267879
721	0.961	0.8842265	0.2171	-0.145613	-0.0316175	101.83	C4B	complement C4B (Chido blood group)
105378011	0.961	0.884328	0.1568	-0.145485	-0.0228121	24.06	LOC105378011	uncharacterized LOC105378011
100526761	0.961	0.8841213	0.3051	-0.145747	-0.0444657	9.38	CCDC169-SOHLH2	CCDC169-SOHLH2 readthrough
2342	0.961	0.8841446	0.1117	-0.145717	-0.0162823	251.42	FNTB	farnesyltransferase, CAAX box, beta
101928710	0.961	0.8842919	0.2777	0.145531	0.0404187	11.17	SCAT1	S-phase cancer associated transcript 1
140032	0.961	0.8841508	1.5358	0.145709	0.2237765	6.42	RPS4Y2	ribosomal protein S4 Y-linked 2
55904	0.961	0.88447	0.0759	0.145305	0.0110254	10435.93	KMT2E	lysine methyltransferase 2E (inactive)
54878	0.961	0.8845083	0.0664	0.145257	0.0096403	4673.8	DPP8	dipeptidyl peptidase 8
7083	0.961	0.8845722	0.1607	-0.145176	-0.0233368	32.02	TK1	thymidine kinase 1
100616424	0.961	0.8846428	0.1761	0.145086	0.0255534	52.77	MIR4707	microRNA 4707
64771	0.961	0.8847725	0.0636	-0.144922	-0.0092173	3160.37	ILRUN	inflammation and lipid regulator with UBA-like and NBR1-like domains
5899	0.961	0.8849051	0.149	-0.144754	-0.0215743	5552.95	RALB	RAS like proto-oncogene B
51081	0.961	0.8849364	0.0981	-0.144714	-0.0142024	778.36	MRPS7	mitochondrial ribosomal protein S7
2804	0.961	0.8849875	0.0819	0.14465	0.0118413	7611.65	GOLGB1	golgin B1
84885	0.961	0.8851941	0.1726	-0.144388	-0.0249191	234.63	ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12
552889	0.961	0.8852247	0.0699	0.144349	0.0100833	3353.54	ATXN7L3B	ataxin 7 like 3B
997	0.961	0.8852607	0.2512	-0.144304	-0.0362451	4707.07	CDC34	cell division cycle 34, ubiqiutin conjugating enzyme
100874085	0.961	0.8851841	0.1777	-0.144401	-0.0256533	243.95	NUCB1-AS1	NUCB1 antisense RNA 1
3592	0.961	0.8854693	0.1609	0.14404	0.0231803	15.51	IL12A	interleukin 12A
65110	0.961	0.8854809	0.1068	-0.144025	-0.0153787	902.52	UPF3A	UPF3A regulator of nonsense mediated mRNA decay
102723168	0.961	0.8854971	0.368	0.144004	0.0529892	11.35	IGHV2-70D	immunoglobulin heavy variable 2-70D
284649	0.961	0.8855456	0.2125	0.143943	0.030581	10.42	SMG7-AS1	SMG7 antisense RNA 1
23318	0.962	0.885931	0.0712	0.143455	0.0102108	3488.61	TUT4	terminal uridylyl transferase 4
51086	0.962	0.8859753	0.1881	-0.143399	-0.0269669	12.46	TNNI3K	TNNI3 interacting kinase
56943	0.962	0.8860937	0.0763	0.143249	0.0109367	1171.65	ENY2	ENY2 transcription and export complex 2 subunit
55007	0.962	0.886188	0.193	-0.143129	-0.0276258	1093.3	FAM118A	family with sequence similarity 118 member A
9588	0.962	0.8865509	0.1973	0.14267	0.028143	10130.4	PRDX6	peroxiredoxin 6
100885776	0.962	0.8864249	0.0862	0.142829	0.0123157	56.85	UGDH-AS1	UGDH antisense RNA 1
9456	0.962	0.8864509	0.1297	-0.142796	-0.0185143	158.15	HOMER1	homer scaffold protein 1
100131176	0.962	0.886623	0.2151	0.142579	0.0306671	127.23	WDR86-AS1	WDR86 antisense RNA 1
105369632	0.962	0.8863222	0.1445	-0.142959	-0.0206595	20.62	LOC105369632	uncharacterized LOC105369632
8834	0.962	0.8865994	0.1291	0.142608	0.0184126	125.97	TMEM11	transmembrane protein 11
23666	0.962	0.8865906	0.2444	-0.14262	-0.0348633	708.77	UBBP4	ubiquitin B pseudogene 4
84798	0.962	0.8865833	0.1355	-0.142629	-0.019322	320.46	C19orf48	multidrug resistance-related protein
79644	0.962	0.8867011	0.161	0.14248	0.022942	295.14	SRD5A3	steroid 5 alpha-reductase 3
107984948	0.962	0.8868888	0.3007	0.142242	0.0427684	154.28	LOC107984948	uncharacterized LOC107984948
101928718	0.962	0.8871657	0.1776	0.141892	0.0252015	37.56	LOC101928718	uncharacterized LOC101928718
151176	0.962	0.8873612	0.2355	-0.141644	-0.0333615	19.09	ERFE	erythroferrone
107986073	0.962	0.887241	0.1373	-0.141796	-0.0194646	81.2	LOC107986073	
5166	0.962	0.8873529	0.1662	-0.141655	-0.0235419	2571.72	PDK4	pyruvate dehydrogenase kinase 4
55909	0.962	0.8873395	0.084	-0.141671	-0.0119028	738.69	BIN3	bridging integrator 3
4715	0.962	0.8872259	0.0892	-0.141815	-0.0126441	1148.37	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9
4157	0.962	0.8872964	0.1547	0.141726	0.0219238	40.25	MC1R	melanocortin 1 receptor
102723591	0.962	0.8872218	0.392	-0.14182	-0.055591	9.54	PLXNB3-AS1	PLXNB3 antisense RNA 1
7293	0.962	0.887702	0.1862	-0.141213	-0.0263006	139.66	TNFRSF4	TNF receptor superfamily member 4
23166	0.962	0.8875625	0.1655	0.141389	0.0233979	2455.27	STAB1	stabilin 1
107986482	0.962	0.8876584	0.2813	0.141268	0.0397375	28.87	LOC107986482	uncharacterized LOC107986482
102723648	0.962	0.8874526	0.2271	0.141528	0.0321465	24.83	BRPF3-AS1	BRPF3 antisense RNA 1
257160	0.962	0.8876346	0.088	-0.141298	-0.0124396	269.69	RNF214	ring finger protein 214
100289274	0.962	0.8877082	0.1543	-0.141205	-0.0217938	162.91	DNAJC3-DT	DNAJC3 divergent transcript
23779	0.962	0.8876122	0.2875	-0.141326	-0.0406246	21.96	ARHGAP8	Rho GTPase activating protein 8
105369819	0.962	0.887894	0.2078	0.14097	0.0292953	67.83	LOC105369819	uncharacterized LOC105369819
285954	0.962	0.8880846	0.325	0.140728	0.0457306	9.23	INHBA-AS1	INHBA antisense RNA 1
541473	0.962	0.8880567	0.1407	-0.140764	-0.0198012	27.94	LOC541473	FKBP prolyl isomerase 6 pseudogene
6227	0.963	0.888187	0.1299	0.140599	0.0182679	3225.72	RPS21	ribosomal protein S21
54103	0.963	0.8882663	0.1028	-0.140498	-0.0144428	2608.35	GSAP	gamma-secretase activating protein
100506411	0.963	0.8883583	0.2119	-0.140382	-0.0297531	7.82	MAP3K9-DT	MAP3K9 divergent transcript
9655	0.963	0.8884915	0.0783	-0.140213	-0.0109843	1025.76	SOCS5	suppressor of cytokine signaling 5
105372019	0.963	0.8885714	0.1894	0.140112	0.0265331	45.81	LOC105372019	uncharacterized LOC105372019
126820	0.963	0.8886818	0.3406	0.139972	0.0476716	26.61	DNAI3	dynein axonemal intermediate chain 3
112936	0.963	0.8887127	0.0772	-0.139933	-0.0108093	1722.56	VPS26B	VPS26 retromer complex component B
5442	0.963	0.8886864	0.0931	0.139967	0.0130276	717.29	POLRMT	RNA polymerase mitochondrial
9097	0.963	0.8888627	0.0819	0.139743	0.0114422	1773.15	USP14	ubiquitin specific peptidase 14
56253	0.963	0.8890303	0.1604	0.139531	0.0223839	692.92	CRTAM	cytotoxic and regulatory T cell molecule
643854	0.963	0.8893355	0.1934	0.139145	0.0269153	15.73	CTAGE9	CTAGE family member 9
100130027	0.963	0.889331	0.0866	0.139151	0.0120465	69.36	LOC100130027	uncharacterized LOC100130027
677832	0.963	0.8894153	0.2065	0.139044	0.0287084	15.3	SNORA53	small nucleolar RNA, H/ACA box 53
3936	0.963	0.8894184	0.0874	-0.13904	-0.0121548	94181.61	LCP1	lymphocyte cytosolic protein 1
2954	0.963	0.8893327	0.0902	-0.139149	-0.0125446	155.96	GSTZ1	glutathione S-transferase zeta 1
283692	0.964	0.8897853	0.2061	0.138576	0.0285557	7.61	CPEB1-AS1	CPEB1 antisense RNA 1
30968	0.964	0.8901875	0.1075	-0.138067	-0.0148422	974.98	STOML2	stomatin like 2
100421577	0.964	0.8901343	0.1323	-0.138134	-0.0182785	30.78	FAM21EP	family with sequence similarity 21, member A pseudogene
92806	0.964	0.8901752	0.0771	0.138082	0.0106521	281.04	CENPBD1P	CENPB DNA-binding domain containing 1, pseudogene
100130015	0.964	0.8903701	0.1489	0.137836	0.0205272	15.29	URAHP	urate (hydroxyiso-) hydrolase, pseudogene
10769	0.964	0.8904942	0.1259	-0.137679	-0.0173385	62.94	PLK2	polo like kinase 2
29946	0.964	0.8905461	0.1275	-0.137613	-0.0175499	258.24	SERTAD3	SERTA domain containing 3
160	0.964	0.8906499	0.2105	-0.137482	-0.0289406	2866.42	AP2A1	adaptor related protein complex 2 subunit alpha 1
55035	0.964	0.8909062	0.066	0.137158	0.0090532	2172.1	NOL8	nucleolar protein 8
105370876	0.964	0.8909717	0.1797	-0.137075	-0.0246328	8.93	LINC02896	long intergenic non-protein coding RNA 2896
79944	0.964	0.8910365	0.0863	0.136993	0.0118192	207.35	L2HGDH	L-2-hydroxyglutarate dehydrogenase
6536	0.965	0.8913109	0.2985	0.136646	0.0407908	141.78	SLC6A9	solute carrier family 6 member 9
4681	0.965	0.8916754	0.2534	-0.136185	-0.0345101	40.53	NBL1	NBL1, DAN family BMP antagonist
26828	0.965	0.891598	0.3134	0.136282	0.0427089	10.95	RNU5F-1	RNA, U5F small nuclear 1
107984210	0.965	0.891664	0.1141	-0.136199	-0.0155408	82.18	LOC107984210	uncharacterized LOC107984210
9419	0.965	0.8918918	0.0946	0.135911	0.0128574	869.26	CRIPT	CXXC repeat containing interactor of PDZ3 domain
89822	0.965	0.8917997	0.4268	0.136027	0.0580563	9	KCNK17	potassium two pore domain channel subfamily K member 17
8701	0.965	0.8919079	0.1406	-0.13589	-0.0191062	205.6	DNAH11	dynein axonemal heavy chain 11
121260	0.965	0.8918742	0.1098	0.135933	0.0149318	4618.95	SLC15A4	solute carrier family 15 member 4
1939	0.965	0.8920699	0.0635	0.135685	0.0086107	1475.14	EIF2D	eukaryotic translation initiation factor 2D
10602	0.965	0.8920768	0.1396	0.135677	0.0189363	6140.51	CDC42EP3	CDC42 effector protein 3
5595	0.965	0.8921033	0.1513	-0.135643	-0.0205175	1154.83	MAPK3	mitogen-activated protein kinase 3
10095	0.965	0.8922932	0.0842	-0.135403	-0.0113949	14071.4	ARPC1B	actin related protein 2/3 complex subunit 1B
107986934	0.965	0.8923275	0.0936	-0.13536	-0.0126719	55.2	LOC107986934	uncharacterized LOC107986934
109616965	0.965	0.8924789	0.2576	0.135168	0.0348203	15.17	SNORA22C	small nucleolar RNA, H/ACA box 22C
124540	0.965	0.892472	0.0735	-0.135177	-0.0099345	2002.52	MSI2	musashi RNA binding protein 2
9021	0.965	0.8924839	0.2405	0.135162	0.0325116	1512.37	SOCS3	suppressor of cytokine signaling 3
995	0.965	0.8927009	0.192	0.134887	0.0259047	37.76	CDC25C	cell division cycle 25C
106660613	0.965	0.8926946	0.1006	-0.134895	-0.0135742	51.68	LINC00680-GUSBP4	LINC00680-GUSBP4 readthrough
693196	0.965	0.8925684	0.1481	0.135055	0.0200006	96.28	MIR611	microRNA 611
283755	0.965	0.8927249	0.11	0.134857	0.0148287	613.5	HERC2P3	HERC2 pseudogene 3
390940	0.965	0.8927198	0.2385	0.134863	0.0321662	9.3	PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing
11189	0.965	0.893214	0.1341	-0.134238	-0.0180043	612.95	CELF3	CUGBP Elav-like family member 3
112268457	0.965	0.8931191	0.2743	0.134358	0.0368505	9.72	LOC112268457	
2766	0.965	0.893218	0.2751	0.134233	0.0369246	2877.05	GMPR	guanosine monophosphate reductase
105377973	0.965	0.8932404	0.2457	-0.134205	-0.0329695	14.39	LOC105377973	
8644	0.965	0.893029	0.2612	-0.134472	-0.0351253	570.81	AKR1C3	aldo-keto reductase family 1 member C3
79874	0.965	0.8932974	0.1225	-0.134133	-0.0164309	466.75	RABEP2	rabaptin, RAB GTPase binding effector protein 2
150365	0.965	0.8929939	0.1119	0.134517	0.0150548	439.45	MEI1	meiotic double-stranded break formation protein 1
6872	0.965	0.8932646	0.0526	-0.134175	-0.0070608	5093.03	TAF1	TATA-box binding protein associated factor 1
3597	0.965	0.893262	0.1797	-0.134178	-0.0241064	5470.49	IL13RA1	interleukin 13 receptor subunit alpha 1
100506113	0.965	0.8934625	0.2015	0.133924	0.0269833	11.67	UVRAG-DT	UVRAG divergent transcript
100506235	0.966	0.8936042	0.1578	-0.133745	-0.0211046	39.93	LOC100506235	uncharacterized LOC100506235
101926887	0.966	0.8935996	0.2654	0.133751	0.0354946	272.04	LOC101926887	uncharacterized LOC101926887
115352	0.966	0.8937444	0.1647	-0.133568	-0.0219972	2051.5	FCRL3	Fc receptor like 3
374987	0.966	0.8939826	0.1978	0.133266	0.026354	22.51	NEXN-AS1	NEXN antisense RNA 1
100996720	0.966	0.8940877	0.1146	0.133134	0.015262	119.73	LOC100996720	uncharacterized LOC100996720
83879	0.966	0.8940716	0.13	0.133154	0.0173118	84.88	CDCA7	cell division cycle associated 7
3364	0.966	0.8939994	0.06	0.133245	0.0079891	769.34	HUS1	HUS1 checkpoint clamp component
407043	0.966	0.8939226	0.1533	0.133342	0.0204384	71.17	MIR7-1	microRNA 7-1
9913	0.966	0.8941445	0.0659	0.133062	0.0087731	1096.78	SUPT7L	SPT7 like, STAGA complex subunit gamma
7539	0.966	0.8942362	0.1596	0.132946	0.0212153	206.68	ZFP37	ZFP37 zinc finger protein
107985871	0.966	0.894335	0.2759	-0.132821	-0.0366417	11.4	LOC107985871	uncharacterized LOC107985871
9373	0.966	0.8943195	0.0498	-0.132841	-0.0066192	1251.69	PLAA	phospholipase A2 activating protein
8635	0.966	0.894435	0.1183	-0.132695	-0.0156955	8037.71	RNASET2	ribonuclease T2
57211	0.966	0.894576	0.1715	-0.132516	-0.0227328	54.84	ADGRG6	adhesion G protein-coupled receptor G6
440107	0.966	0.8945409	0.181	-0.132561	-0.0239922	20.06	PLEKHG7	pleckstrin homology and RhoGEF domain containing G7
64757	0.966	0.8946318	0.2216	0.132446	0.0293466	1553.57	MTARC1	mitochondrial amidoxime reducing component 1
646127	0.966	0.8947975	0.1715	-0.132236	-0.0226774	31.77	TERF1P7	TERF1 pseudogene 7
140739	0.966	0.8948981	0.1221	-0.132109	-0.0161263	1600.42	UBE2F	ubiquitin conjugating enzyme E2 F (putative)
2051	0.966	0.8949469	0.1368	0.132047	0.0180601	365.01	EPHB6	EPH receptor B6
107984224	0.966	0.8949823	0.2219	0.132003	0.029291	20.42	LOC107984224	
9980	0.966	0.8951917	0.0749	0.131738	0.0098691	1572.54	DOP1B	DOP1 leucine zipper like protein B
51608	0.966	0.8953016	0.0892	-0.131599	-0.011744	758.35	GET4	guided entry of tail-anchored proteins factor 4
1717	0.966	0.8953775	0.1402	-0.131503	-0.0184349	207.79	DHCR7	7-dehydrocholesterol reductase
79864	0.966	0.8954232	0.144	-0.131445	-0.0189253	174.95	JHY	junctional cadherin complex regulator
64446	0.966	0.8953433	0.2114	-0.131546	-0.0278044	18.33	DNAI2	dynein axonemal intermediate chain 2
51232	0.966	0.8954926	0.1158	0.131357	0.0152115	748.48	CRIM1	cysteine rich transmembrane BMP regulator 1
124446	0.966	0.8955338	0.0956	0.131305	0.0125534	815.53	TMEM219	transmembrane protein 219
728945	0.966	0.8956524	0.194	-0.131155	-0.0254387	7.8	PPIAL4F	peptidylprolyl isomerase A like 4F
692212	0.966	0.8959669	0.1776	0.130758	0.0232282	11.13	SNORD99	small nucleolar RNA, C/D box 99
56888	0.966	0.8963253	0.0796	-0.130305	-0.0103778	2658.18	KCMF1	potassium channel modulatory factor 1
132160	0.966	0.8961173	0.0959	-0.130568	-0.0125227	2596.99	PPM1M	protein phosphatase, Mg2+/Mn2+ dependent 1M
7372	0.966	0.8967825	0.0909	-0.129727	-0.0117933	844.66	UMPS	uridine monophosphate synthetase
9778	0.966	0.8969831	0.1039	0.129473	0.0134478	7467.34	KIAA0232	KIAA0232
4086	0.966	0.8967538	0.2163	-0.129763	-0.0280618	125.59	SMAD1	SMAD family member 1
105378998	0.966	0.8962279	0.3669	0.130428	0.0478552	11.26	LOC105378998	uncharacterized LOC105378998
57107	0.966	0.8970304	0.0638	-0.129414	-0.0082624	352.61	PDSS2	decaprenyl diphosphate synthase subunit 2
10090	0.966	0.896969	0.1084	-0.129491	-0.014038	304.14	UST	uronyl 2-sulfotransferase
3206	0.966	0.8961224	0.1903	-0.130561	-0.0248475	14.87	HOXA10	homeobox A10
445347	0.966	0.8960718	0.1955	-0.130625	-0.0255425	2659.81	TARP	TCR gamma alternate reading frame protein
10603	0.966	0.8964478	0.1736	0.13015	0.0225908	200.51	SH2B2	SH2B adaptor protein 2
28591	0.966	0.8965126	0.2065	0.130068	0.0268617	12.83	TRBV7-7	T cell receptor beta variable 7-7
102465538	0.966	0.8967805	0.2424	-0.129729	-0.0314411	8.96	MIR6892	microRNA 6892
347240	0.966	0.8961942	0.116	0.13047	0.015129	471.02	KIF24	kinesin family member 24
4814	0.966	0.8965453	0.1849	-0.130027	-0.0240383	1070.12	NINJ1	ninjurin 1
100192204	0.966	0.8964454	0.2311	0.130153	0.030074	8.14	PPIAP30	peptidylprolyl isomerase A pseudogene 30
105378347	0.966	0.8959327	0.397	0.130801	0.0519277	14.83	LOC105378347	uncharacterized LOC105378347
23279	0.966	0.8959666	0.068	0.130758	0.0088912	3202.72	NUP160	nucleoporin 160
79081	0.966	0.8963012	0.0859	-0.130335	-0.011193	450.45	LBHD1	LBH domain containing 1
140465	0.966	0.8969955	0.1336	-0.129458	-0.0172902	491.78	MYL6B	myosin light chain 6B
102723345	0.966	0.8969087	0.7749	-0.129567	-0.1004006	16.58	LOC102723345	uncharacterized LOC102723345
28712	0.966	0.8959614	0.2203	0.130765	0.0288022	29.24	TRAJ43	T cell receptor alpha joining 43
54916	0.966	0.8961256	0.0909	0.130557	0.0118669	1530.24	TMEM260	transmembrane protein 260
60386	0.966	0.8968373	0.0895	-0.129658	-0.0116104	159.88	SLC25A19	solute carrier family 25 member 19
163050	0.966	0.8968758	0.0575	-0.129609	-0.007458	1164.75	ZNF564	zinc finger protein 564
6261	0.966	0.8970532	0.1583	-0.129385	-0.0204811	80.57	RYR1	ryanodine receptor 1
3956	0.966	0.8968443	0.1409	0.129649	0.0182688	3106.18	LGALS1	galectin 1
64800	0.966	0.8963213	0.1771	-0.13031	-0.0230731	21.34	EFCAB6	EF-hand calcium binding domain 6
105377205	0.966	0.8962978	0.1841	-0.130339	-0.0239978	14.94	LOC105377205	uncharacterized LOC105377205
105369850	0.966	0.8971275	0.21	-0.129291	-0.0271492	12.49	LOC105369850	uncharacterized LOC105369850
80759	0.967	0.8972736	0.1628	0.129106	0.021017	20.56	KHDC1	KH domain containing 1
8936	0.967	0.8972531	0.1742	0.129132	0.0224992	27.71	WASF1	WASP family member 1
100505854	0.967	0.8973968	0.0896	-0.12895	-0.0115582	491.51	APTR	Alu-mediated CDKN1A/p21 transcriptional regulator
154865	0.967	0.8973758	0.1797	-0.128977	-0.0231759	15.28	IQUB	IQ motif and ubiquitin domain containing
28955	0.967	0.8973596	0.0913	-0.128998	-0.0117743	320.97	DEXI	Dexi homolog
3071	0.967	0.897511	0.0488	-0.128806	-0.006291	13874.48	NCKAP1L	NCK associated protein 1 like
101928429	0.967	0.897645	0.1302	0.128637	0.0167493	252.3	MAP3K5-AS2	MAP3K5 antisense RNA 2
883	0.967	0.8976076	0.0997	0.128684	0.012833	165.24	KYAT1	kynurenine aminotransferase 1
100873962	0.967	0.8976625	2.0252	0.128615	0.2604741	218.77	LINC00278	long intergenic non-protein coding RNA 278
8079	0.967	0.897726	0.1407	-0.128534	-0.0180871	1069.1	MLF2	myeloid leukemia factor 2
55014	0.967	0.8978083	0.0708	-0.12843	-0.0090971	2098.41	STX17	syntaxin 17
80335	0.967	0.8978603	0.0713	0.128365	0.0091543	11232.2	WDR82	WD repeat domain 82
2769	0.967	0.8979077	0.1174	-0.128305	-0.0150661	608.73	GNA15	G protein subunit alpha 15
101929727	0.967	0.8979862	0.2087	0.128206	0.0267537	22.64	LOC101929727	uncharacterized LOC101929727
692099	0.967	0.8980887	0.1562	0.128076	0.0200045	93.15	FAM86DP	family with sequence similarity 86 member D, pseudogene
10955	0.967	0.898109	0.0762	-0.128051	-0.0097598	6434	SERINC3	serine incorporator 3
3565	0.967	0.8983415	0.2812	0.127757	0.0359293	9.77	IL4	interleukin 4
6835	0.967	0.8982535	0.1124	0.127868	0.0143725	234.23	SURF2	surfeit 2
145249	0.967	0.8982252	0.2067	-0.127904	-0.0264322	11.23	LINC00618	long intergenic non-protein coding RNA 618
5475	0.967	0.8983437	0.2036	0.127754	0.0260082	23.1	PPEF1	protein phosphatase with EF-hand domain 1
105375902	0.967	0.8985449	0.1344	0.1275	0.0171355	99.89	LOC105375902	
3293	0.967	0.8985944	0.2178	0.127437	0.0277569	18.23	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3
619208	0.967	0.8986428	0.1628	0.127376	0.0207396	35.51	FAM229B	family with sequence similarity 229 member B
108903150	0.967	0.8988536	0.0475	-0.12711	-0.0060435	624.27	ZNF8-ERVK3-1	ZNF8-ERVK3-1 readthrough
100303755	0.967	0.8988642	0.098	-0.127096	-0.0124492	263.56	PET117	PET117 cytochrome c oxidase chaperone
102724104	0.967	0.8989559	0.261	0.12698	0.0331381	254.63	LOC102724104	uncharacterized LOC102724104
2217	0.967	0.8989645	0.1405	-0.12697	-0.0178329	4500.1	FCGRT	Fc gamma receptor and transporter
3690	0.968	0.8993796	0.2666	-0.126445	-0.0337134	11625.91	ITGB3	integrin subunit beta 3
164091	0.968	0.8996548	0.1122	-0.126097	-0.0141468	304.64	PAQR7	progestin and adipoQ receptor family member 7
23632	0.968	0.8996783	0.0643	0.126068	0.008101	461.29	CA14	carbonic anhydrase 14
112268426	0.968	0.8995763	0.117	-0.126197	-0.0147682	1692.43	LOC112268426	
84816	0.968	0.8996937	0.0682	-0.126048	-0.0085903	302.6	RTN4IP1	reticulon 4 interacting protein 1
55188	0.968	0.8995591	0.064	0.126218	0.0080727	830.92	RIC8B	RIC8 guanine nucleotide exchange factor B
