GeneID	padj	pvalue	lfcSE	log2FoldChange	Symbol	EnsemblGeneID
55793	0.96310021	7.04e-01	0.2295	-0.0872878	MINDY1	ENSG00000143409
8648	0.96310021	7.04e-01	0.1515	-0.0576144	NCOA1	ENSG00000084676
11262	0.96310021	7.04e-01	0.4259	0.161591	SP140	ENSG00000079263
317648	0.96310021	7.04e-01	0.2688	0.1019562	NOP14-AS1	
4188	0.96310021	7.05e-01	0.2857	0.1081703	MDFI	ENSG00000112559
10924	0.96310021	7.05e-01	0.2434	-0.0922421	SMPDL3A	ENSG00000172594
10947	0.96310021	7.03e-01	0.1999	-0.0761517	AP3M2	ENSG00000070718
51337	0.96310021	7.03e-01	0.386	-0.1471518	THEM6	ENSG00000130193
54840	0.96310021	7.04e-01	0.1082	-0.0411518	APTX	ENSG00000137074
91683	0.96310021	7.04e-01	0.3644	-0.1383672	SYT12	ENSG00000173227
79780	0.96310021	7.03e-01	0.1554	-0.0592692	CCDC82	ENSG00000149231
56163	0.96310021	7.04e-01	0.4816	-0.1829049	RNF17	ENSG00000132972
10640	0.96310021	7.05e-01	0.1244	-0.0471356	EXOC5	ENSG00000070367
51804	0.96310021	7.04e-01	0.1615	-0.0614252	SIX4	ENSG00000100625
123016	0.96310021	7.04e-01	0.1633	0.0619934	TTC8	ENSG00000165533
115708	0.96310021	7.03e-01	0.3829	0.1458372	TRMT61A	ENSG00000166166
25764	0.96310021	7.04e-01	0.1304	-0.0494806	HYPK	ENSG00000242028
55075	0.96310021	7.04e-01	0.2255	0.085717	UACA	ENSG00000137831
1632	0.96310021	7.05e-01	0.2936	-0.111214	ECI1	ENSG00000167969
4682	0.96310021	7.05e-01	0.1157	-0.0438053	NUBP1	ENSG00000103274
125111	0.96310021	7.03e-01	0.3701	0.1409967	GJD3	ENSG00000183153
124790	0.96310021	7.03e-01	0.4255	0.1619952	HEXIM2	ENSG00000168517
100287042	0.96310021	7.05e-01	0.3569	-0.1353371	MIF4GD-DT	ENSG00000263843
5032	0.96310021	7.03e-01	0.5918	0.225326	P2RY11	ENSG00000244165
11316	0.96310021	7.04e-01	0.3066	0.1164784	COPE	ENSG00000105669
2909	0.96310021	7.05e-01	0.1311	-0.0496571	ARHGAP35	ENSG00000160007
79898	0.96310021	7.05e-01	0.1368	-0.0518005	ZNF613	ENSG00000176024
147807	0.96310021	7.04e-01	0.4354	0.1651211	ZNF524	ENSG00000171443
106632264	0.96310021	7.04e-01	0.2204	0.083839	RNA28SN1	
246312	0.96310021	7.05e-01	0.3437	0.1303286	C21orf91-OT1	ENSG00000240770
23774	0.96310021	7.04e-01	0.1892	0.0718796	BRD1	ENSG00000100425
79031	0.96315909	7.05e-01	0.1221	-0.0461957	PDCL3	ENSG00000115539
51222	0.96315909	7.05e-01	0.3529	0.1335455	ZNF219	ENSG00000165804
100131564	0.96318584	7.05e-01	0.309	0.1167952	CCDC18-AS1	
348995	0.96318584	7.05e-01	0.1798	-0.067992	NUP43	ENSG00000120253
29902	0.96318584	7.05e-01	0.2773	0.1048359	FAM216A	ENSG00000204856
55056	0.96318584	7.05e-01	0.3147	-0.1189105	GABPB1-IT1	ENSG00000285410
107985072	0.96318584	7.05e-01	0.3345	-0.1265181	LOC107985072	
239	0.96329578	7.06e-01	0.3707	-0.1400158	ALOX12	ENSG00000108839
9637	0.96351453	7.06e-01	0.1573	-0.059379	FEZ2	ENSG00000171055
84061	0.96366589	7.06e-01	0.1088	-0.041033	MAGT1	ENSG00000102158
8751	0.96369832	7.06e-01	0.2126	0.0801167	ADAM15	ENSG00000143537
1950	0.96369832	7.06e-01	0.3098	0.1166739	EGF	ENSG00000138798
254896	0.96369832	7.06e-01	0.4523	-0.1704738	LOC254896	ENSG00000284948
3073	0.96369832	7.06e-01	0.1489	0.0561247	HEXA	ENSG00000213614
10140	0.96369832	7.07e-01	0.1336	-0.0503054	TOB1	ENSG00000141232
100529145	0.96369832	7.06e-01	0.3241	-0.1221282	TEN1-CDK3	ENSG00000261408
100507567	0.96369832	7.07e-01	0.2526	0.0951132	RAB11B-AS1	ENSG00000269386
147700	0.96369832	7.06e-01	0.3954	0.1488812	KLC3	ENSG00000104892
9369	0.96376121	7.07e-01	0.4226	0.1590215	NRXN3	ENSG00000021645
102724015	0.96378388	7.07e-01	0.4849	-0.1823733	SIPA1L1-AS1	
10951	0.96378388	7.07e-01	0.1509	0.0567682	CBX1	ENSG00000108468
6051	0.96389584	7.07e-01	0.1669	-0.0627269	RNPEP	ENSG00000176393
79691	0.96389584	7.07e-01	0.1608	0.0604211	QTRT2	ENSG00000151576
55650	0.96402291	7.07e-01	0.1308	-0.0491327	PIGV	ENSG00000060642
55670	0.96402291	7.07e-01	0.1389	-0.0521752	PEX26	ENSG00000215193
65005	0.96404399	7.08e-01	0.1069	-0.0401149	MRPL9	ENSG00000143436
5610	0.96404399	7.08e-01	0.1814	0.0680435	EIF2AK2	ENSG00000055332
57835	0.96404399	7.08e-01	0.2845	-0.106637	SLC4A5	ENSG00000188687
79800	0.96404399	7.08e-01	0.1992	0.0745592	CARF	ENSG00000138380
9943	0.96404399	7.08e-01	0.1104	-0.0413593	OXSR1	ENSG00000172939
221895	0.96404399	7.08e-01	0.2362	-0.0883446	JAZF1	ENSG00000153814
79618	0.96404399	7.08e-01	0.1638	0.0612933	HMBOX1	ENSG00000147421
23230	0.96404399	7.08e-01	0.1763	-0.0659606	VPS13A	ENSG00000197969
54462	0.96404399	7.08e-01	0.131	0.0490171	CCSER2	ENSG00000107771
107984537	0.96404399	7.08e-01	0.3627	0.1360368	LOC107984537	
9245	0.96404399	7.08e-01	0.5204	-0.1948848	GCNT3	ENSG00000140297
55567	0.96404399	7.08e-01	0.753	0.28193	DNAH3	ENSG00000158486
6813	0.96404399	7.08e-01	0.1834	0.0687328	STXBP2	ENSG00000076944
5655	0.96404399	7.08e-01	0.2685	-0.1004662	KLK10	ENSG00000129451
80025	0.96404399	7.07e-01	0.0945	-0.0354719	PANK2	ENSG00000125779
7552	0.96404399	7.08e-01	0.3871	0.1450152	ZNF711	ENSG00000147180
125488	0.96413491	7.08e-01	0.2079	-0.0777343	TTC39C	ENSG00000168234
400916	0.96413491	7.09e-01	0.3054	0.1141595	CHCHD10	ENSG00000250479
10574	0.96421194	7.09e-01	0.0764	-0.0285315	CCT7	ENSG00000135624
285367	0.96421666	7.09e-01	0.2045	0.076288	RPUSD3	ENSG00000156990
5172	0.96421666	7.09e-01	0.973	0.3629069	SLC26A4	ENSG00000091137
155006	0.96421666	7.09e-01	0.7722	0.2877576	TMEM213	ENSG00000214128
6867	0.96421666	7.09e-01	0.1213	-0.0452352	TACC1	ENSG00000147526
90952	0.96421666	7.09e-01	0.8544	0.3187754	ESAM	ENSG00000149564
8445	0.96421666	7.09e-01	0.132	0.0492562	DYRK2	ENSG00000127334
6996	0.96421666	7.09e-01	0.1364	-0.0509403	TDG	ENSG00000139372
104355296	0.96421666	7.09e-01	0.4326	0.1615667	SCEL-AS1	ENSG00000224347
163	0.96421666	7.09e-01	0.139	0.0518773	AP2B1	ENSG00000006125
4087	0.96421666	7.09e-01	0.1112	-0.0414483	SMAD2	ENSG00000175387
29086	0.96421666	7.09e-01	0.1669	0.0622289	BABAM1	ENSG00000105393
57580	0.96421666	7.09e-01	0.656	0.2443832	PREX1	ENSG00000124126
57692	0.96421666	7.10e-01	0.3341	0.1244762	MAGEE1	ENSG00000198934
203238	0.96425303	7.10e-01	0.4102	0.1527398	CCDC171	ENSG00000164989
56987	0.9643468	7.10e-01	0.1209	-0.0449965	BBX	ENSG00000114439
107986458	0.9643468	7.10e-01	0.4394	-0.163453	LOC107986458	
23564	0.9643468	7.10e-01	0.3716	0.138177	DDAH2	ENSG00000213722
6877	0.9643468	7.10e-01	0.2106	-0.0783635	TAF5	ENSG00000148835
196513	0.9643468	7.10e-01	0.1373	0.05107	DCP1B	ENSG00000151065
55370	0.9644011	7.10e-01	0.4551	-0.1691734	PPP4R1L	
100505894	0.96446063	7.10e-01	0.2889	-0.1072902	TMEM161B-DT	ENSG00000247828
6610	0.96446063	7.10e-01	0.2429	0.0901531	SMPD2	ENSG00000135587
80148	0.96446063	7.10e-01	0.3045	-0.1130525	SLC66A2	ENSG00000122490
112703	0.96446063	7.10e-01	0.5033	0.1869625	GARIN5A	ENSG00000142530
7056	0.96446063	7.10e-01	0.2801	0.1039971	THBD	ENSG00000178726
107986152	0.96447993	7.11e-01	0.3138	-0.116239	LOC107986152	
10296	0.96447993	7.11e-01	0.129	-0.0477492	MAEA	ENSG00000090316
5238	0.96447993	7.11e-01	0.1671	0.0619879	PGM3	ENSG00000013375
203054	0.96447993	7.11e-01	0.4091	0.1517689	ADCK5	ENSG00000173137
10253	0.96447993	7.11e-01	0.1891	-0.0699834	SPRY2	ENSG00000136158
57594	0.96447993	7.11e-01	0.1004	-0.037167	HOMEZ	ENSG00000290292
10363	0.96447993	7.11e-01	0.1137	-0.0421605	HMG20A	ENSG00000140382
374875	0.96447993	7.11e-01	0.2441	-0.090451	HSD11B1L	ENSG00000167733
7311	0.96447993	7.11e-01	0.1256	0.0465188	UBA52	ENSG00000221983
22888	0.96447993	7.11e-01	0.2102	0.0780056	UBOX5	ENSG00000185019
6748	0.96447993	7.11e-01	0.2152	-0.0796617	SSR4	ENSG00000180879
100008589	0.96447993	7.11e-01	0.2205	0.0816476	RNA28SN5	
10484	0.96455022	7.11e-01	0.1237	-0.0457629	SEC23A	ENSG00000100934
100137047	0.96455022	7.11e-01	0.2693	-0.0996211	JMJD7	ENSG00000243789
27237	0.96503321	7.15e-01	0.3356	-0.1224929	ARHGEF16	ENSG00000130762
259266	0.96503321	7.14e-01	0.4783	0.1752584	ASPM	ENSG00000066279
51094	0.96503321	7.15e-01	0.0985	-0.0359432	ADIPOR1	ENSG00000159346
105373925	0.96503321	7.13e-01	0.3768	0.1384324	LOC105373925	
64651	0.96503321	7.14e-01	0.2325	-0.0850918	CSRNP1	ENSG00000144655
92999	0.96503321	7.13e-01	0.3252	0.1194806	ZBTB47	ENSG00000114853
200844	0.96503321	7.15e-01	0.3801	0.1389749	CFAP20DC	ENSG00000163689
60678	0.96503321	7.14e-01	0.2436	0.0892905	EEFSEC	ENSG00000132394
152137	0.96503321	7.14e-01	0.1346	0.0493868	CCDC50	ENSG00000152492
57728	0.96503321	7.15e-01	0.2427	0.0886513	WDR19	ENSG00000157796
80167	0.96503321	7.15e-01	0.2175	-0.079429	ABHD18	ENSG00000164074
2996	0.96503321	7.15e-01	0.4226	-0.1541857	GYPE	ENSG00000197465
25854	0.96503321	7.12e-01	0.3114	0.1148676	FAM149A	ENSG00000109794
6507	0.96503321	7.13e-01	0.2835	-0.1041578	SLC1A3	ENSG00000079215
642366	0.96503321	7.15e-01	0.4999	-0.1824939	ISL1-DT	
654	0.96503321	7.16e-01	0.1886	-0.0687162	BMP6	ENSG00000153162
401236	0.96503321	7.12e-01	0.8296	0.3063092	STMND1	ENSG00000230873
1616	0.96503321	7.14e-01	0.1341	0.0491694	DAXX	ENSG00000204209
7005	0.96503321	7.13e-01	0.201	0.0739012	TEAD3	ENSG00000007866
125050	0.96503321	7.15e-01	0.2915	-0.1066047	RN7SK	ENSG00000202198
114796	0.96503321	7.14e-01	0.2667	-0.0977764	PSMG3-AS1	ENSG00000230487
85477	0.96503321	7.15e-01	0.5816	0.2122251	SCIN	ENSG00000006747
100526740	0.96503321	7.12e-01	0.1222	-0.0451134	ATP5MF-PTCD1	ENSG00000248919
54329	0.96503321	7.16e-01	0.3553	0.1294784	GPR85	ENSG00000164604
137872	0.96503321	7.15e-01	0.443	-0.1615429	ADHFE1	ENSG00000147576
79075	0.96503321	7.15e-01	0.4186	-0.1530127	DSCC1	ENSG00000136982
169714	0.96503321	7.15e-01	0.1866	0.0680584	QSOX2	ENSG00000165661
10659	0.96503321	7.15e-01	0.3256	0.1187667	CELF2	ENSG00000048740
64215	0.96503321	7.13e-01	0.1159	-0.0426122	DNAJC1	ENSG00000136770
22852	0.96503321	7.15e-01	0.2822	0.1031266	ANKRD26	ENSG00000107890
3832	0.96503321	7.14e-01	0.2869	-0.1050421	KIF11	ENSG00000138160
79733	0.96503321	7.13e-01	0.3323	0.1223025	E2F8	ENSG00000129173
80829	0.96503321	7.13e-01	0.1128	-0.0415331	ZFP91	ENSG00000186660
4837	0.96503321	7.14e-01	0.7805	0.2857615	NNMT	ENSG00000166741
51367	0.96503321	7.15e-01	0.1816	-0.0662418	POP5	ENSG00000167272
91574	0.96503321	7.12e-01	0.1822	-0.0671453	MTRFR	ENSG00000130921
23047	0.96503321	7.12e-01	0.1583	-0.0583945	PDS5B	ENSG00000083642
122011	0.96503321	7.13e-01	0.5309	-0.1950595	CSNK1A1L	ENSG00000180138
27109	0.96503321	7.14e-01	0.1453	-0.0532885	DMAC2L	ENSG00000125375
54758	0.96503321	7.14e-01	0.2349	0.0862313	KLHDC4	ENSG00000104731
29098	0.96503321	7.13e-01	0.2061	-0.0758752	RANGRF	ENSG00000108961
8834	0.96503321	7.16e-01	0.2209	-0.080507	TMEM11	ENSG00000178307
440423	0.96503321	7.15e-01	0.2058	-0.0750607	SUZ12P1	
284098	0.96503321	7.15e-01	0.2092	0.0763848	PIGW	ENSG00000277161
5705	0.96503321	7.13e-01	0.0952	-0.034973	PSMC5	ENSG00000087191
94015	0.96503321	7.15e-01	0.6824	-0.2496068	TTYH2	ENSG00000141540
27098	0.96503321	7.14e-01	0.4936	0.1810431	CLUL1	ENSG00000079101
10025	0.96503321	7.12e-01	0.3474	-0.1281104	MED16	ENSG00000175221
7392	0.96503321	7.13e-01	0.1955	0.0717855	USF2	ENSG00000105698
147808	0.96503321	7.15e-01	0.2615	-0.0954827	ZNF784	ENSG00000179922
9584	0.96503321	7.15e-01	0.1243	0.0454435	RBM39	ENSG00000131051
55713	0.96503321	7.13e-01	0.3132	-0.1153073	ZNF334	ENSG00000198185
373856	0.96503321	7.12e-01	0.3272	-0.1208474	USP41	
164633	0.96503321	7.13e-01	0.4604	-0.1695755	CABP7	ENSG00000100314
55954	0.96503321	7.13e-01	0.2702	-0.099514	ZMAT5	ENSG00000100319
101928092	0.96503321	7.14e-01	0.4561	-0.1671215	LOC101928092	ENSG00000289007
100131755	0.96503321	7.16e-01	0.33	0.1202248	ARMCX4	ENSG00000196440
90161	0.96503321	7.13e-01	0.2038	0.0750133	HS6ST2	ENSG00000171004
6311	0.96507007	7.16e-01	0.1521	0.0554069	ATXN2	ENSG00000204842
5236	0.96508686	7.16e-01	0.1421	0.051738	PGM1	ENSG00000079739
7741	0.96525509	7.16e-01	0.2472	-0.0899336	ZSCAN26	ENSG00000197062
66002	0.96525509	7.16e-01	0.3088	-0.1123706	CYP4F12	ENSG00000186204
7170	0.9652965	7.16e-01	0.1211	0.0440469	TPM3	ENSG00000143549
8000	0.9652965	7.16e-01	0.6639	-0.2413902	PSCA	ENSG00000167653
256691	0.96533369	7.16e-01	0.2117	0.0769293	MAMDC2	ENSG00000165072
131870	0.965413	7.16e-01	0.1574	-0.05717	NUDT16	ENSG00000198585
3376	0.96542223	7.16e-01	0.1143	0.041527	IARS1	ENSG00000196305
57600	0.96543203	7.17e-01	0.1457	0.052917	FNIP2	ENSG00000052795
29920	0.96554293	7.17e-01	0.1548	0.0560956	PYCR2	ENSG00000143811
51455	0.96554293	7.17e-01	0.1273	-0.0461889	REV1	ENSG00000135945
80746	0.96554293	7.17e-01	0.242	0.0877706	TSEN2	ENSG00000154743
200958	0.96554293	7.17e-01	0.2396	-0.0868419	MUC20	ENSG00000176945
9232	0.96554293	7.17e-01	0.2112	-0.0765621	PTTG1	ENSG00000164611
3638	0.96554293	7.17e-01	0.2826	0.1025021	INSIG1	ENSG00000186480
5799	0.96554293	7.17e-01	0.4349	-0.1575975	PTPRN2	ENSG00000155093
8460	0.96554856	7.17e-01	0.1721	0.0623352	TPST1	ENSG00000169902
83661	0.96554856	7.17e-01	0.7574	0.2742482	MS4A8	ENSG00000166959
6687	0.96554856	7.17e-01	0.1733	-0.0627572	SPG7	ENSG00000197912
284695	0.96559269	7.18e-01	0.1509	-0.054553	ZNF326	ENSG00000162664
57645	0.96559269	7.18e-01	0.1111	0.0400582	POGK	ENSG00000143157
51121	0.96559269	7.18e-01	0.1255	-0.0453441	RPL26L1	ENSG00000037241
1797	0.96559269	7.18e-01	0.2707	0.0976561	DXO	ENSG00000204348
23392	0.96559269	7.18e-01	0.0932	0.0336397	ECPAS	ENSG00000136813
6786	0.96559269	7.18e-01	0.1408	0.050918	STIM1	ENSG00000167323
55823	0.96559269	7.18e-01	0.1294	-0.0468056	VPS11	ENSG00000160695
10330	0.96559269	7.18e-01	0.1224	0.044147	CNPY2	ENSG00000257727
113218505	0.96559269	7.18e-01	0.4927	0.1779955	MIR10527	
3981	0.96559269	7.18e-01	0.174	-0.0628302	LIG4	ENSG00000174405
10073	0.96559269	7.18e-01	0.1156	-0.0417322	SNUPN	ENSG00000169371
8826	0.96559269	7.17e-01	0.11	0.0398271	IQGAP1	ENSG00000140575
146542	0.96559269	7.18e-01	0.2571	0.0929297	ZNF688	ENSG00000229809
9382	0.96559269	7.18e-01	0.1385	0.0499971	COG1	ENSG00000166685
171023	0.96559269	7.18e-01	0.129	0.0466146	ASXL1	ENSG00000171456
6122	0.96559269	7.18e-01	0.1416	-0.0510783	RPL3	ENSG00000100316
2539	0.96559269	7.18e-01	0.2557	0.0921931	G6PD	ENSG00000160211
51118	0.96576257	7.19e-01	0.1281	-0.0461679	UTP11	ENSG00000183520
116349	0.96576257	7.19e-01	0.5229	0.1883684	EXOC3-AS1	
90231	0.96599575	7.20e-01	0.2064	0.074077	KIAA2013	ENSG00000116685
54432	0.96599575	7.19e-01	0.216	-0.0776601	YIPF1	ENSG00000058799
165324	0.96599575	7.19e-01	0.1409	-0.0507173	UBXN2A	ENSG00000173960
79712	0.96599575	7.20e-01	0.1278	-0.0458542	GTDC1	ENSG00000121964
8527	0.96599575	7.20e-01	0.2304	0.0826698	DGKD	ENSG00000077044
9797	0.96599575	7.19e-01	0.0981	-0.035251	TATDN2	ENSG00000157014
56999	0.96599575	7.20e-01	0.7761	0.278493	ADAMTS9	ENSG00000163638
100505687	0.96599575	7.19e-01	0.1961	0.0705516	LINC00888	ENSG00000291106
728609	0.96599575	7.21e-01	0.436	0.15586	SDHAP3	ENSG00000291055
65250	0.96599575	7.19e-01	0.1967	0.0706587	CPLANE1	ENSG00000197603
378884	0.96599575	7.20e-01	0.2391	-0.0855517	NHLRC1	ENSG00000187566
3118	0.96599575	7.21e-01	0.5405	0.1932099	HLA-DQA2	ENSG00000237541
23595	0.96599575	7.20e-01	0.1339	0.0479957	ORC3	ENSG00000135336
57673	0.96599575	7.21e-01	0.241	0.0861099	BEND3	ENSG00000178409
83605	0.96599575	7.20e-01	0.2181	-0.0782454	CCM2	ENSG00000136280
305	0.96599575	7.19e-01	0.9742	-0.3501518	ANXA2P3	
729262	0.96599575	7.21e-01	0.4309	0.1538756	NUTM2B	ENSG00000188199
103344931	0.96599575	7.20e-01	0.2288	0.0819408	LOC103344931	ENSG00000260917
113246	0.96599575	7.20e-01	0.3008	-0.1078575	C12orf57	ENSG00000111678
57696	0.96599575	7.21e-01	0.1812	0.0647226	DDX55	ENSG00000111364
79758	0.96599575	7.21e-01	0.2441	0.0872174	DHRS12	ENSG00000102796
100507650	0.96599575	7.21e-01	0.3855	-0.137687	RNF212B	ENSG00000215277
146439	0.96599575	7.20e-01	0.3681	-0.1319149	BICDL2	ENSG00000162069
5193	0.96599575	7.21e-01	0.2329	-0.0832379	PEX12	ENSG00000108733
125115	0.96599575	7.20e-01	0.5084	0.1824942	KRT40	ENSG00000204889
102466658	0.96599575	7.21e-01	0.2762	-0.0987358	MIR6510	ENSG00000283796
729966	0.96599575	7.19e-01	0.549	-0.1972253	LOC729966	ENSG00000284797
7594	0.96599575	7.21e-01	0.2557	0.091296	ZNF43	ENSG00000198521
29950	0.96599575	7.20e-01	0.2215	-0.0793198	SERTAD1	ENSG00000197019
503538	0.96599575	7.20e-01	0.4747	0.1700631	A1BG-AS1	ENSG00000268895
9762	0.96599575	7.21e-01	0.2641	0.0944337	LZTS3	ENSG00000088899
9837	0.96599575	7.20e-01	0.2364	0.0846891	GINS1	ENSG00000101003
8623	0.96599575	7.21e-01	0.3066	-0.1096726	ASMTL	ENSG00000169093
4515	0.96599575	7.19e-01	0.2689	0.0966603	MTCP1	ENSG00000214827
101928103	0.96608104	7.21e-01	0.4745	0.1693062	SNHG31	ENSG00000229267
51504	0.96608104	7.21e-01	0.1635	-0.0583388	TRMT112	ENSG00000173113
81669	0.96608644	7.23e-01	0.163	0.0578146	CCNL2	ENSG00000221978
27293	0.96608644	7.23e-01	0.1973	0.0700147	SMPDL3B	ENSG00000130768
6018	0.96608644	7.25e-01	0.1573	0.0552375	RLF	ENSG00000117000
10465	0.96608644	7.25e-01	0.1227	0.0431487	PPIH	ENSG00000171960
55791	0.96608644	7.25e-01	0.1217	-0.0427962	LRIF1	ENSG00000121931
440686	0.96608644	7.25e-01	0.3991	-0.1403447	H3-7	ENSG00000273213
56957	0.96608644	7.24e-01	0.1368	-0.0483352	OTUD7B	ENSG00000264522
55585	0.96608644	7.24e-01	0.081	-0.0285936	UBE2Q1	ENSG00000160714
4580	0.96608644	7.24e-01	0.1876	-0.0661905	MTX1	ENSG00000173171
257177	0.96608644	7.22e-01	0.3615	0.1283886	CFAP126	ENSG00000188931
388714	0.96608644	7.24e-01	0.4629	-0.163549	FMO6P	ENSG00000117507
9283	0.96608644	7.22e-01	0.2379	-0.0847075	GPR37L1	ENSG00000170075
5534	0.96608644	7.24e-01	0.1117	-0.0394745	PPP3R1	ENSG00000221823
375287	0.96608644	7.26e-01	0.2882	0.1011416	RBM43	ENSG00000184898
3635	0.96608644	7.25e-01	0.1548	-0.0545335	INPP5D	ENSG00000168918
100506495	0.96608644	7.22e-01	0.4216	-0.1497319	LIFR-AS1	ENSG00000244968
202333	0.96608644	7.24e-01	0.7019	-0.2474419	CMYA5	ENSG00000164309
4124	0.96608644	7.23e-01	0.1544	-0.0547515	MAN2A1	ENSG00000112893
134353	0.96608644	7.26e-01	0.2116	0.0742747	LSM11	ENSG00000155858
25803	0.96608644	7.24e-01	0.7228	-0.2549149	SPDEF	ENSG00000124664
10695	0.96608644	7.24e-01	0.1977	0.0698757	CNPY3	ENSG00000137161
100287718	0.96608644	7.22e-01	0.8604	0.3061491	ANKRD66	ENSG00000230062
84918	0.96608644	7.22e-01	0.1731	0.0617189	LRP11	ENSG00000120256
644	0.96608644	7.22e-01	0.1148	-0.0407983	BLVRA	ENSG00000106605
101926943	0.96608644	7.25e-01	0.1349	0.0474096	GTF2I-AS1	ENSG00000232729
10552	0.96608644	7.21e-01	0.1021	-0.0363929	ARPC1A	ENSG00000241685
644128	0.96608644	7.23e-01	0.2608	0.0923284	RPL23AP53	
84549	0.96608644	7.25e-01	0.1712	-0.0602827	MAK16	ENSG00000198042
8754	0.96608644	7.24e-01	0.2064	-0.072783	ADAM9	ENSG00000168615
340371	0.96608644	7.25e-01	0.2464	-0.0865808	NRBP2	ENSG00000185189
50626	0.96608644	7.25e-01	0.2996	-0.1053387	ZFTRAF1	ENSG00000187954
23287	0.96608644	7.24e-01	0.1962	-0.0694029	AGTPBP1	ENSG00000135049
105378268	0.96608644	7.24e-01	0.5084	0.1792302	LOC105378268	ENSG00000285884
9231	0.96608644	7.22e-01	0.1269	-0.0451021	DLG5	ENSG00000151208
9937	0.96608644	7.23e-01	0.1605	-0.0568394	DCLRE1A	ENSG00000198924
105378512	0.96608644	7.22e-01	0.3573	-0.1273174	LOC105378512	
23052	0.96608644	7.23e-01	0.1314	-0.046567	ENDOD1	ENSG00000149218
1662	0.96608644	7.24e-01	0.1487	-0.0525098	DDX10	ENSG00000178105
219854	0.96608644	7.25e-01	0.1773	-0.0623822	TMEM218	ENSG00000150433
84727	0.96608644	7.25e-01	0.4958	0.1747255	SPSB2	ENSG00000111671
55907	0.96608644	7.26e-01	0.176	-0.0616932	CMAS	ENSG00000111726
8738	0.96608644	7.25e-01	0.141	-0.0496516	CRADD	ENSG00000169372
8638	0.96608644	7.26e-01	0.5018	0.1759934	OASL	ENSG00000135114
7051	0.96608644	7.23e-01	0.4503	-0.1597439	TGM1	ENSG00000092295
146050	0.96608644	7.25e-01	0.1297	0.0456567	ZSCAN29	ENSG00000140265
6938	0.96608644	7.25e-01	0.1237	-0.0434577	TCF12	ENSG00000140262
54778	0.96608644	7.22e-01	0.0931	-0.0331087	RNF111	ENSG00000157450
9915	0.96608644	7.22e-01	0.3598	-0.1280635	ARNT2	ENSG00000172379
51734	0.96608644	7.24e-01	0.2555	-0.09036	MSRB1	ENSG00000198736
25837	0.96608644	7.22e-01	0.359	0.1277367	RAB26	ENSG00000167964
29105	0.96608644	7.24e-01	0.1417	0.0500709	CFAP20	ENSG00000070761
7084	0.96608644	7.24e-01	0.1635	0.0577716	TK2	ENSG00000166548
51647	0.96608644	7.23e-01	0.2366	0.0837116	CIAO2B	ENSG00000166595
11072	0.96608644	7.24e-01	0.1684	0.0595145	DUSP14	ENSG00000276023
9842	0.96608644	7.25e-01	0.2058	-0.0725366	PLEKHM1	ENSG00000225190
7473	0.96608644	7.22e-01	0.3228	-0.1147932	WNT3	ENSG00000108379
23510	0.96608644	7.24e-01	0.15	0.0530294	KCTD2	ENSG00000180901
25759	0.96608644	7.26e-01	0.5003	-0.1755348	SHC2	ENSG00000129946
112939	0.96608644	7.25e-01	0.2288	0.0804952	NACC1	ENSG00000160877
9244	0.96608644	7.25e-01	0.6067	-0.2135112	CRLF1	ENSG00000006016
163227	0.96608644	7.24e-01	0.2621	-0.0924217	ZNF100	ENSG00000197020
83636	0.96608644	7.26e-01	0.1583	-0.0555663	C19orf12	ENSG00000131943
399473	0.96608644	7.26e-01	0.414	0.145134	SPRED3	ENSG00000188766
80776	0.96608644	7.23e-01	0.4024	-0.1423764	B9D2	ENSG00000123810
1048	0.96608644	7.23e-01	0.6416	0.2277907	CEACAM5	ENSG00000105388
10520	0.96608644	7.22e-01	0.1361	-0.0484466	ZNF211	ENSG00000121417
140901	0.96608644	7.26e-01	0.1174	0.0411656	STK35	ENSG00000125834
7165	0.96608644	7.22e-01	0.1048	-0.0372842	TPD52L2	ENSG00000101150
107987299	0.96608644	7.21e-01	0.3173	0.1131025	LOC107987299	
100507599	0.96608644	7.25e-01	0.5056	0.1775583	TFIP11-DT	ENSG00000261188
100532742	0.96608644	7.25e-01	0.2952	-0.1039624	PIR-FIGF	
23033	0.96609629	7.26e-01	0.1709	0.0599084	DOP1A	ENSG00000083097
5051	0.96620412	7.27e-01	0.173	-0.0604047	PAFAH2	ENSG00000158006
4720	0.96620412	7.28e-01	0.1065	-0.0370801	NDUFS2	ENSG00000158864
3631	0.96620412	7.28e-01	0.1989	0.0692657	INPP4A	ENSG00000040933
8647	0.96620412	7.27e-01	0.5398	0.188364	ABCB11	ENSG00000073734
7342	0.96620412	7.27e-01	0.1137	0.0396991	UBP1	ENSG00000153560
50650	0.96620412	7.27e-01	0.1479	0.0516076	ARHGEF3	ENSG00000163947
83478	0.96620412	7.26e-01	0.23	0.0804807	ARHGAP24	ENSG00000138639
105377486	0.96620412	7.26e-01	0.4763	0.1667522	FHIP1A-DT	
1182	0.96620412	7.26e-01	0.1224	-0.0428414	CLCN3	ENSG00000109572
728780	0.96620412	7.27e-01	0.6534	-0.2279696	ANKDD1B	ENSG00000189045
26608	0.96620412	7.27e-01	0.1091	0.0380834	TBL2	ENSG00000106638
80124	0.96620412	7.27e-01	0.1252	-0.0437226	VCPIP1	ENSG00000175073
